Date,Open,High,Low,Close,Adj Close,Volume,Tesla Trend,Musk Trend,GM Trend,EV Trend,Coronavirus Trend,Month,Day of the Month,Day of the Week,Day of the Year,Year
2015-10-16,44.608002,46.096001,44.574001,45.402,45.402,21672500.0,15.12,2.0,53.9,19.25,0.0,10,16,4,289,2015
2015-10-19,45.299999,46.23,44.987999,45.619999,45.619999,12539500.0,11.04,1.8,55.44,24.75,0.0,10,19,0,292,2015
2015-10-20,45.543999,45.720001,40.400002,42.605999,42.605999,74500000.0,15.12,1.96,54.67,19.25,0.0,10,20,1,293,2015
2015-10-21,42.397999,42.962002,41.759998,42.018002,42.018002,20757500.0,13.92,1.56,56.21,23.0,0.0,10,21,2,294,2015
2015-10-22,42.312,43.150002,41.880001,42.344002,42.344002,14126000.0,12.72,1.76,55.44,14.25,0.0,10,22,3,295,2015
2015-10-23,43.0,43.07,41.537998,41.818001,41.818001,21177500.0,13.68,1.8,54.67,16.25,0.0,10,23,4,296,2015
2015-10-26,42.276001,43.175999,42.0,43.051998,43.051998,16957000.0,12.0,1.36,67.76,16.5,0.0,10,26,0,299,2015
2015-10-27,42.967999,43.419998,41.501999,42.07,42.07,17597000.0,10.8,1.68,77.0,10.25,0.0,10,27,1,300,2015
2015-10-28,42.262001,42.689999,41.66,42.591999,42.591999,13643000.0,11.04,4.0,68.53,19.0,0.0,10,28,2,301,2015
2015-10-29,42.349998,42.75,42.127998,42.326,42.326,9025000.0,10.56,2.84,60.83,20.5,0.0,10,29,3,302,2015
2015-10-30,42.080002,42.326,40.778,41.386002,41.386002,22194500.0,10.56,1.72,56.98,16.5,0.0,10,30,4,303,2015
2015-11-02,41.784,43.16,41.444,42.757999,42.757999,19639500.0,14.82,0.35,69.56,16.32,0.0,11,2,0,306,2015
2015-11-03,42.77,42.888,41.549999,41.669998,41.669998,41662500.0,18.05,0.4,69.56,20.16,0.0,11,3,1,307,2015
2015-11-04,45.400002,46.548,45.040001,46.326,46.326,63632000.0,18.05,0.45,68.08,15.36,0.0,11,4,2,308,2015
2015-11-05,46.116001,46.916,45.838001,46.354,46.354,22484000.0,15.58,0.45,74.0,16.8,0.0,11,5,3,309,2015
2015-11-06,46.139999,46.672001,45.900002,46.472,46.472,12226500.0,15.58,0.4,68.82,24.0,0.0,11,6,4,310,2015
2015-11-09,46.598,46.598,44.862,45.066002,45.066002,19254500.0,14.25,0.4,65.12,19.2,0.0,11,9,0,313,2015
2015-11-10,44.695999,44.740002,43.216,43.299999,43.299999,23085000.0,14.82,0.4,68.08,15.12,0.0,11,10,1,314,2015
2015-11-11,43.554001,43.896,42.726002,43.816002,43.816002,16739000.0,12.92,0.3,63.64,14.88,0.0,11,11,2,315,2015
2015-11-12,43.57,43.799999,42.532001,42.588001,42.588001,14579500.0,13.49,0.35,65.86,18.48,0.0,11,12,3,316,2015
2015-11-13,42.59,42.598,41.304001,41.438,41.438,17151500.0,14.25,0.4,67.34,14.88,0.0,11,13,4,317,2015
2015-11-16,41.217999,42.995998,41.16,42.862,42.862,14627000.0,13.11,0.4,61.42,19.44,0.0,11,16,0,320,2015
2015-11-17,43.040001,43.200001,42.279999,42.799999,42.799999,10743500.0,11.97,0.35,65.12,22.8,0.0,11,17,1,321,2015
2015-11-18,42.900002,44.276001,42.504002,44.214001,44.214001,14059500.0,14.44,0.3,66.6,16.56,0.0,11,18,2,322,2015
2015-11-19,44.108002,45.237999,44.060001,44.360001,44.360001,12522000.0,13.11,0.3,63.64,23.28,0.0,11,19,3,323,2015
2015-11-20,44.698002,45.0,42.716,44.001999,44.001999,22003500.0,19.0,5.0,65.12,16.08,0.0,11,20,4,324,2015
2015-11-23,43.470001,43.835999,42.936001,43.549999,43.549999,12631000.0,12.92,0.75,63.64,18.72,0.0,11,23,0,327,2015
2015-11-24,43.074001,44.200001,43.0,43.650002,43.650002,12401500.0,15.39,0.8500000000000001,59.94,22.32,0.0,11,24,1,328,2015
2015-11-25,44.268002,46.166,44.076,45.928001,45.928001,19954000.0,17.1,0.8500000000000001,55.5,15.84,0.0,11,25,2,329,2015
2015-11-27,46.212002,46.450001,45.402,46.321999,46.321999,9747000.0,14.82,0.45,51.06,14.4,0.0,11,27,4,331,2015
2015-11-30,46.358002,46.855999,45.816002,46.051998,46.051998,13299000.0,12.92,0.45,59.94,15.84,0.0,11,30,0,334,2015
2015-12-01,46.212002,47.599998,46.209999,47.438,47.438,18670000.0,13.090000000000002,0.7000000000000001,71.0,22.0,0.0,12,1,1,335,2015
2015-12-02,47.400002,47.720001,46.245998,46.397999,46.397999,14907500.0,13.260000000000002,0.65,65.32,12.76,0.0,12,2,2,336,2015
2015-12-03,47.096001,47.490002,46.0,46.542,46.542,14698000.0,13.43,0.55,64.61,16.06,0.0,12,3,3,337,2015
2015-12-04,46.492001,46.653999,45.532001,46.076,46.076,12868000.0,12.24,0.4,65.32,15.62,0.0,12,4,4,338,2015
2015-12-07,45.540001,47.125999,45.23,46.226002,46.226002,15721000.0,12.24,0.4,66.03,21.34,0.0,12,7,0,341,2015
2015-12-08,45.504002,45.759998,44.84,45.344002,45.344002,13438000.0,12.58,0.55,68.86999999999999,11.66,0.0,12,8,1,342,2015
2015-12-09,45.34,45.5,44.144001,44.903999,44.903999,15289000.0,12.58,0.45,65.32,13.86,0.0,12,9,2,343,2015
2015-12-10,44.942001,45.698002,44.728001,45.414001,45.414001,10358500.0,12.58,0.5,61.77,15.18,0.0,12,10,3,344,2015
2015-12-11,45.048,45.150002,43.327999,43.403999,43.403999,16343500.0,12.920000000000002,0.45,65.32,19.14,0.0,12,11,4,345,2015
2015-12-14,43.501999,44.183998,42.973999,43.716,43.716,14135500.0,12.58,0.7000000000000001,63.19,16.06,0.0,12,14,0,348,2015
2015-12-15,44.363998,44.444,43.599998,44.217999,44.217999,11222000.0,12.07,0.8,64.61,12.1,0.0,12,15,1,349,2015
2015-12-16,44.419998,46.976002,44.146,46.902,46.902,25521500.0,12.07,0.55,68.86999999999999,13.42,0.0,12,16,2,350,2015
2015-12-17,46.787998,47.551998,45.962002,46.678001,46.678001,16493000.0,12.24,0.6000000000000001,65.32,19.58,0.0,12,17,3,351,2015
2015-12-18,46.577999,47.18,45.858002,46.091999,46.091999,15071000.0,11.39,0.65,68.16,15.84,0.0,12,18,4,352,2015
2015-12-21,46.338001,47.166,46.216,46.512001,46.512001,9766000.0,11.39,0.65,64.61,9.68,0.0,12,21,0,355,2015
2015-12-22,46.998001,47.310001,45.925999,45.990002,45.990002,9807500.0,13.94,5.0,61.06,14.74,0.0,12,22,1,356,2015
2015-12-23,46.436001,46.689999,45.625999,45.939999,45.939999,7775000.0,13.6,1.8,55.38,15.4,0.0,12,23,2,357,2015
2015-12-24,46.112,46.375999,45.655998,46.113998,46.113998,3540000.0,13.43,1.05,47.57,10.12,0.0,12,24,3,358,2015
2015-12-28,46.298,46.396,45.108002,45.790001,45.790001,9506500.0,12.07,0.5,67.45,8.58,0.0,12,28,0,362,2015
2015-12-29,46.012001,47.543999,45.91,47.438,47.438,12031500.0,14.28,0.55,67.45,8.8,0.0,12,29,1,363,2015
2015-12-30,47.32,48.726002,47.133999,47.618,47.618,18489500.0,14.45,0.55,59.64,21.12,0.0,12,30,2,364,2015
2015-12-31,47.702,48.689999,47.674,48.001999,48.001999,13575000.0,13.77,0.5,61.06,15.62,0.0,12,31,3,365,2015
2016-01-04,46.144001,46.276001,43.799999,44.681999,44.681999,34135500.0,14.06,1.71,72.0,11.34,0.0,1,4,0,4,2016
2016-01-05,45.271999,45.377998,44.0,44.686001,44.686001,15934000.0,12.35,1.77,64.8,16.8,0.0,1,5,1,5,2016
2016-01-06,44.0,44.009998,43.195999,43.807999,43.807999,18895500.0,11.97,1.56,62.64,13.23,0.0,1,6,2,6,2016
2016-01-07,42.838001,43.688,42.734001,43.130001,43.130001,17771500.0,12.16,1.29,61.2,15.75,0.0,1,7,3,7,2016
2016-01-08,43.571999,44.088001,42.153999,42.200001,42.200001,18140500.0,11.59,1.29,66.24,13.23,0.0,1,8,4,8,2016
2016-01-11,42.801998,42.889999,40.599998,41.57,41.57,20457000.0,15.2,1.83,59.76,12.6,0.0,1,11,0,11,2016
2016-01-12,42.32,42.748001,41.062,41.993999,41.993999,15459500.0,13.11,1.95,60.48,6.3,0.0,1,12,1,12,2016
2016-01-13,42.402,42.529999,40.0,40.062,40.062,20632000.0,12.92,1.65,61.2,12.18,0.0,1,13,2,13,2016
2016-01-14,40.442001,42.0,38.675999,41.236,41.236,32453500.0,12.73,1.38,60.48,4.41,0.0,1,14,3,14,2016
2016-01-15,39.793999,41.014,39.450001,40.998001,40.998001,27893000.0,11.97,1.3199999999999998,63.36,21.0,0.0,1,15,4,15,2016
2016-01-19,41.742001,42.094002,40.155998,40.944,40.944,20193500.0,10.64,2.28,60.48,14.7,0.0,1,19,1,19,2016
2016-01-20,39.880001,40.256001,38.25,39.740002,39.740002,29193000.0,11.21,1.7999999999999998,62.64,17.43,0.0,1,20,2,20,2016
2016-01-21,40.310001,40.646,39.004002,39.993999,39.993999,15831000.0,11.97,1.47,61.2,17.43,0.0,1,21,3,21,2016
2016-01-22,40.959999,41.099998,39.806,40.509998,40.509998,15620500.0,10.45,1.74,57.6,14.07,0.0,1,22,4,22,2016
2016-01-25,40.012001,40.714001,39.175999,39.276001,39.276001,13493500.0,11.02,1.5,61.2,12.6,0.0,1,25,0,25,2016
2016-01-26,39.34,39.563999,37.776001,38.712002,38.712002,24821000.0,11.78,1.23,61.2,18.06,0.0,1,26,1,26,2016
2016-01-27,38.476002,38.652,37.153999,37.613998,37.613998,18086000.0,11.21,1.41,56.16,20.16,0.0,1,27,2,27,2016
2016-01-28,38.158001,38.256001,36.481998,37.939999,37.939999,22964000.0,14.82,1.41,59.76,14.49,0.0,1,28,3,28,2016
2016-01-29,37.990002,38.748001,37.616001,38.240002,38.240002,14261500.0,19.0,1.77,59.76,14.07,0.0,1,29,4,29,2016
2016-02-01,37.751999,39.903999,36.549999,39.388,39.388,26488000.0,10.81,1.95,69.84,17.04,0.0,2,1,0,32,2016
2016-02-02,38.484001,38.624001,36.046001,36.556,36.556,28868000.0,11.5,1.89,68.39999999999999,14.64,0.0,2,2,1,33,2016
2016-02-03,36.717999,36.787998,34.035999,34.695999,34.695999,39657000.0,13.11,2.4,69.12,13.44,0.0,2,3,2,34,2016
2016-02-04,34.139999,35.195999,33.397999,35.066002,35.066002,21927000.0,12.65,3.0,64.8,14.88,0.0,2,4,3,35,2016
2016-02-05,34.259998,34.599998,31.548,32.52,32.52,47188000.0,10.81,2.13,59.76,9.36,0.0,2,5,4,36,2016
2016-02-08,31.42,31.43,29.200001,29.598,29.598,46565000.0,11.27,2.34,58.32,18.72,0.0,2,8,0,39,2016
2016-02-09,28.464001,31.958,28.209999,29.65,29.65,43258000.0,11.27,1.65,60.48,21.12,0.0,2,9,1,40,2016
2016-02-10,30.1,30.993999,28.348,28.733999,28.733999,52032500.0,17.25,2.52,72.0,21.36,0.0,2,10,2,41,2016
2016-02-11,30.4,32.652,29.4,30.094,30.094,71262000.0,23.0,2.67,67.67999999999999,24.0,0.0,2,11,3,42,2016
2016-02-12,31.0,31.402,28.74,30.208,30.208,36179000.0,16.1,2.1,63.36,19.92,0.0,2,12,4,43,2016
2016-02-16,31.74,32.59,30.822001,31.034,31.034,27969000.0,12.42,1.5,65.52,19.68,0.0,2,16,1,47,2016
2016-02-17,31.799999,33.868,31.336,33.736,33.736,29126000.0,13.11,1.41,64.08,19.44,0.0,2,17,2,48,2016
2016-02-18,34.484001,34.59,32.953999,33.354,33.354,19438000.0,12.88,1.83,63.36,18.24,0.0,2,18,3,49,2016
2016-02-19,32.731998,33.498001,32.5,33.316002,33.316002,14797000.0,11.73,1.35,59.04,21.12,0.0,2,19,4,50,2016
2016-02-22,34.023998,35.782001,33.970001,35.548,35.548,25300500.0,10.35,1.41,67.67999999999999,23.28,0.0,2,22,0,53,2016
2016-02-23,35.231998,36.346001,34.736,35.442001,35.442001,29922000.0,10.58,1.92,67.67999999999999,18.72,0.0,2,23,1,54,2016
2016-02-24,34.549999,35.900002,33.568001,35.799999,35.799999,26978000.0,11.04,1.86,61.92,18.0,0.0,2,24,2,55,2016
2016-02-25,35.73,37.703999,35.040001,37.486,37.486,28753500.0,10.81,2.13,64.08,13.44,0.0,2,25,3,56,2016
2016-02-26,37.740002,38.400002,37.0,38.068001,38.068001,30325500.0,10.58,1.77,64.08,17.759999999999998,0.0,2,26,4,57,2016
2016-02-29,38.48,39.27,37.844002,38.386002,38.386002,22495000.0,9.89,1.38,62.64,17.28,0.0,2,29,0,60,2016
2016-03-01,38.849998,39.189999,36.540001,37.27,37.27,33561000.0,4.16,0.75,72.0,20.0,0.0,3,1,1,61,2016
2016-03-02,36.745998,37.703999,36.299999,37.667999,37.667999,24312000.0,3.64,0.78,62.64,8.5,0.0,3,2,2,62,2016
2016-03-03,37.655998,39.484001,36.844002,39.147999,39.147999,24145000.0,3.64,0.8999999999999999,61.92,20.25,0.0,3,3,3,63,2016
2016-03-04,39.599998,40.806,39.5,40.208,40.208,32445500.0,3.9,0.93,64.8,19.0,0.0,3,4,4,64,2016
2016-03-07,39.535999,41.939999,39.48,41.057999,41.057999,26647000.0,3.9,0.69,66.24,25.0,0.0,3,7,0,67,2016
2016-03-08,40.700001,41.5,40.439999,40.52,40.52,20893500.0,3.64,1.11,64.8,16.5,0.0,3,8,1,68,2016
2016-03-09,40.903999,41.874001,40.557999,41.743999,41.743999,16043000.0,3.64,0.78,67.67999999999999,11.75,0.0,3,9,2,69,2016
2016-03-10,42.0,42.658001,40.133999,41.035999,41.035999,25962500.0,3.9,0.72,67.67999999999999,19.75,0.0,3,10,3,70,2016
2016-03-11,41.585999,41.883999,41.066002,41.5,41.5,16715500.0,3.64,0.84,64.8,8.0,0.0,3,11,4,71,2016
2016-03-14,42.529999,43.344002,42.127998,43.029999,43.029999,20328500.0,3.9,0.8999999999999999,71.28,12.75,0.0,3,14,0,74,2016
2016-03-15,42.854,43.793999,42.299999,43.667999,43.667999,15902500.0,3.12,0.69,66.96,10.75,0.0,3,15,1,75,2016
2016-03-16,43.599998,44.515999,43.403999,44.386002,44.386002,17583500.0,3.9,0.69,62.64,17.75,0.0,3,16,2,76,2016
2016-03-17,44.293999,45.700001,44.0,45.276001,45.276001,18914500.0,4.16,0.69,63.36,24.25,0.0,3,17,3,77,2016
2016-03-18,45.82,46.896,45.612,46.548,46.548,23559000.0,3.9,0.72,61.92,15.5,0.0,3,18,4,78,2016
2016-03-21,47.068001,47.976002,47.0,47.664001,47.664001,26539000.0,4.16,1.35,64.08,16.75,0.0,3,21,0,81,2016
2016-03-22,47.442001,47.798,46.512001,46.848,46.848,21580000.0,4.42,3.0,62.64,18.75,0.0,3,22,1,82,2016
2016-03-23,46.473999,46.945999,44.405998,44.515999,44.515999,24744000.0,4.68,1.23,61.2,14.0,0.0,3,23,2,83,2016
2016-03-24,43.155998,45.778,43.0,45.549999,45.549999,24804500.0,4.94,0.8999999999999999,61.92,12.25,0.0,3,24,3,84,2016
2016-03-28,46.321999,46.962002,45.0,46.051998,46.051998,19628500.0,5.2,0.87,69.12,24.5,0.0,3,28,0,88,2016
2016-03-29,45.978001,46.476002,45.066002,46.026001,46.026001,20071500.0,4.94,0.6599999999999999,63.36,16.0,0.0,3,29,1,89,2016
2016-03-30,47.018002,47.099998,45.299999,45.377998,45.377998,20165000.0,7.800000000000001,0.8099999999999999,68.39999999999999,11.0,0.0,3,30,2,90,2016
2016-03-31,45.868,47.484001,45.001999,45.953999,45.953999,40064500.0,26.0,1.62,66.24,23.25,0.0,3,31,3,91,2016
2016-04-01,48.966,49.580002,46.650002,47.518002,47.518002,79987500.0,54.0,5.0,69.84,31.0,0.0,4,1,4,92,2016
2016-04-04,49.824001,50.424,48.728001,49.397999,49.397999,67376500.0,10.260000000000002,2.5,70.56,22.01,0.0,4,4,0,95,2016
2016-04-05,48.099998,51.312,48.0,51.094002,51.094002,49743500.0,8.100000000000001,1.85,70.56,18.91,0.0,4,5,1,96,2016
2016-04-06,50.793999,53.548,50.689999,53.084,53.084,58527500.0,6.48,1.9,68.39999999999999,13.33,0.0,4,6,2,97,2016
2016-04-07,53.290001,53.868,50.902,51.439999,51.439999,44281000.0,6.48,1.65,68.39999999999999,10.85,0.0,4,7,3,98,2016
2016-04-08,52.099998,52.164001,49.604,50.014,50.014,36819500.0,5.94,2.3000000000000003,69.12,13.33,0.0,4,8,4,99,2016
2016-04-11,50.200001,51.798,49.060001,49.984001,49.984001,45808500.0,4.32,2.0,69.84,13.33,0.0,4,11,0,102,2016
2016-04-12,49.900002,50.360001,48.726002,49.563999,49.563999,28816000.0,4.86,1.65,71.28,12.09,0.0,4,12,1,103,2016
2016-04-13,49.702,51.099998,49.466,50.905998,50.905998,24628000.0,4.32,1.4,67.67999999999999,14.57,0.0,4,13,2,104,2016
2016-04-14,50.599998,51.368,50.209999,50.372002,50.372002,20661000.0,3.78,1.3,72.0,17.36,0.0,4,14,3,105,2016
2016-04-15,50.262001,50.919998,49.824001,50.902,50.902,18762000.0,3.78,3.35,71.28,8.68,0.0,4,15,4,106,2016
2016-04-18,50.445999,51.661999,50.332001,50.776001,50.776001,21357000.0,3.78,1.8,70.56,14.88,0.0,4,18,0,109,2016
2016-04-19,50.624001,50.874001,48.25,49.473999,49.473999,31787500.0,3.78,1.75,67.67999999999999,16.43,0.0,4,19,1,110,2016
2016-04-20,49.251999,50.731998,48.299999,49.993999,49.993999,25970500.0,3.24,1.15,66.96,13.33,0.0,4,20,2,111,2016
2016-04-21,49.798,50.18,49.382,49.658001,49.658001,13915500.0,3.24,1.55,64.8,8.06,0.0,4,21,3,112,2016
2016-04-22,49.778,50.799999,49.141998,50.75,50.75,18931500.0,3.24,1.1,69.12,14.26,0.0,4,22,4,113,2016
2016-04-25,50.602001,51.476002,50.152,50.363998,50.363998,18351500.0,3.24,1.1,70.56,14.26,0.0,4,25,0,116,2016
2016-04-26,50.41,51.146,49.877998,50.748001,50.748001,16119000.0,3.24,1.2000000000000002,65.52,11.78,0.0,4,26,1,117,2016
2016-04-27,50.549999,51.0,49.880001,50.293999,50.293999,16029000.0,3.24,1.55,68.39999999999999,12.09,0.0,4,27,2,118,2016
2016-04-28,49.970001,50.686001,49.487999,49.542,49.542,12595000.0,2.7,2.0,69.12,11.47,0.0,4,28,3,119,2016
2016-04-29,49.627998,49.686001,47.562,48.152,48.152,27069000.0,2.7,1.5,67.67999999999999,7.75,0.0,4,29,4,120,2016
2016-05-02,48.299999,48.638,46.964001,48.360001,48.360001,19219500.0,17.94,2.36,72.0,11.27,0.0,5,2,0,123,2016
2016-05-03,47.472,47.782001,46.324001,46.464001,46.464001,21511000.0,19.24,3.3200000000000003,66.96,14.95,0.0,5,3,1,124,2016
2016-05-04,46.057999,46.891998,44.080002,44.512001,44.512001,43502500.0,22.36,2.72,64.08,11.27,0.0,5,4,2,125,2016
2016-05-05,45.692001,45.728001,41.958,42.306,42.306,56274000.0,26.0,2.88,66.96,19.55,0.0,5,5,3,126,2016
2016-05-06,42.174,43.273998,41.622002,42.986,42.986,28426000.0,22.36,4.0,65.52,13.11,0.0,5,6,4,127,2016
2016-05-09,43.144001,43.23,41.360001,41.784,41.784,23882000.0,18.98,2.32,68.39999999999999,23.0,0.0,5,9,0,130,2016
2016-05-10,41.509998,41.894001,41.0,41.737999,41.737999,20353000.0,18.72,2.44,66.24,13.11,0.0,5,10,1,131,2016
2016-05-11,41.518002,43.096001,41.209999,41.792,41.792,25809500.0,21.06,2.72,64.8,23.0,0.0,5,11,2,132,2016
2016-05-12,42.287998,42.334,40.731998,41.456001,41.456001,18252500.0,20.54,3.44,61.92,14.72,0.0,5,12,3,133,2016
2016-05-13,41.556,42.240002,41.34,41.521999,41.521999,14114000.0,19.24,2.48,64.08,18.17,0.0,5,13,4,134,2016
2016-05-16,41.630001,42.630001,41.584,41.658001,41.658001,14747000.0,17.42,1.96,65.52,16.560000000000002,0.0,5,16,0,137,2016
2016-05-17,41.810001,41.964001,40.804001,40.931999,40.931999,14218000.0,17.94,1.88,64.08,17.02,0.0,5,17,1,138,2016
2016-05-18,41.830002,43.062,41.549999,42.234001,42.234001,28087500.0,18.72,1.8,62.64,12.42,0.0,5,18,2,139,2016
2016-05-19,42.723999,43.358002,41.459999,43.042,43.042,34331500.0,20.54,2.2,63.36,18.630000000000003,0.0,5,19,3,140,2016
2016-05-20,43.397999,44.110001,43.27,44.056,44.056,45035500.0,18.98,1.68,65.52,20.47,0.0,5,20,4,141,2016
2016-05-23,43.973999,44.52,43.172001,43.243999,43.243999,25512500.0,17.94,2.08,66.24,9.89,0.0,5,23,0,144,2016
2016-05-24,43.32,43.748001,43.035999,43.582001,43.582001,15069000.0,17.94,1.76,62.64,16.560000000000002,0.0,5,24,1,145,2016
2016-05-25,43.582001,44.271999,43.301998,43.916,43.916,15634000.0,19.76,1.88,62.64,11.96,0.0,5,25,2,146,2016
2016-05-26,44.099998,45.051998,43.810001,45.023998,45.023998,20362000.0,19.76,1.92,61.92,12.19,0.0,5,26,3,147,2016
2016-05-27,44.998001,45.186001,44.150002,44.608002,44.608002,18251500.0,20.02,1.8,59.76,15.64,0.0,5,27,4,148,2016
2016-05-31,44.608002,44.950001,44.299999,44.646,44.646,13945000.0,16.38,1.76,63.36,13.8,0.0,5,31,1,152,2016
2016-06-01,44.296001,44.48,43.377998,43.911999,43.911999,14913500.0,17.04,1.36,69.0,13.42,0.0,6,1,2,153,2016
2016-06-02,43.917999,43.981998,43.422001,43.792,43.792,10164000.0,15.84,4.0,65.55,14.3,0.0,6,2,3,154,2016
2016-06-03,44.0,44.388,43.602001,43.798,43.798,11145000.0,14.64,3.88,64.86,16.06,0.0,6,3,4,155,2016
2016-06-06,43.599998,44.18,43.09,44.136002,44.136002,11247500.0,14.4,2.12,66.24,13.42,0.0,6,6,0,158,2016
2016-06-07,44.448002,46.888,44.304001,46.467999,46.467999,31068000.0,15.6,2.16,64.17,15.4,0.0,6,7,1,159,2016
2016-06-08,46.759998,48.169998,46.521999,47.104,47.104,29860000.0,15.84,1.88,61.41,20.68,0.0,6,8,2,160,2016
2016-06-09,46.995998,47.066002,45.411999,45.872002,45.872002,22460500.0,18.72,2.28,60.03,15.84,0.0,6,9,3,161,2016
2016-06-10,45.478001,45.594002,43.683998,43.757999,43.757999,30133000.0,19.2,1.8,65.55,17.6,0.0,6,10,4,162,2016
2016-06-13,43.900002,45.153999,43.532001,43.574001,43.574001,20965000.0,14.16,1.44,64.17,11.44,0.0,6,13,0,165,2016
2016-06-14,43.776001,44.439999,42.506001,42.992001,42.992001,17901000.0,14.64,1.08,60.72,16.28,0.0,6,14,1,166,2016
2016-06-15,43.389999,44.380001,43.026001,43.540001,43.540001,14542500.0,14.64,1.52,63.48,16.72,0.0,6,15,2,167,2016
2016-06-16,43.484001,43.608002,42.700001,43.585999,43.585999,12201500.0,12.96,1.48,65.55,17.82,0.0,6,16,3,168,2016
2016-06-17,43.562,43.998001,42.900002,43.094002,43.094002,15563000.0,14.88,1.24,61.41,17.38,0.0,6,17,4,169,2016
2016-06-20,43.900002,44.75,43.646,43.939999,43.939999,17777500.0,16.32,1.08,64.86,18.04,0.0,6,20,0,172,2016
2016-06-21,44.136002,44.514,43.762001,43.922001,43.922001,22645000.0,18.72,1.88,69.0,7.48,0.0,6,21,1,173,2016
2016-06-22,39.894001,41.189999,39.150002,39.332001,39.332001,118712000.0,24.0,2.64,63.48,11.66,0.0,6,22,2,174,2016
2016-06-23,39.138,39.509998,38.425999,39.279999,39.279999,50653500.0,20.4,1.52,67.61999999999999,14.52,0.0,6,23,3,175,2016
2016-06-24,38.009998,39.023998,37.945999,38.630001,38.630001,35132500.0,18.0,1.16,61.41,17.16,0.0,6,24,4,176,2016
2016-06-27,38.172001,39.762001,37.574001,39.709999,39.709999,36027000.0,15.84,1.28,63.48,17.6,0.0,6,27,0,179,2016
2016-06-28,40.377998,40.810001,39.882,40.358002,40.358002,31062000.0,16.56,1.28,66.24,22.0,0.0,6,28,1,180,2016
2016-06-29,41.026001,42.355999,40.599998,42.037998,42.037998,29974500.0,17.28,1.2,62.1,12.76,0.0,6,29,2,181,2016
2016-06-30,42.594002,42.700001,41.804001,42.456001,42.456001,24215500.0,23.52,1.08,65.55,8.58,0.0,6,30,3,182,2016
2016-07-01,41.228001,43.647999,41.200001,43.299999,43.299999,27000000.0,28.000000000000004,1.04,62.98,12.39,0.0,7,1,4,183,2016
2016-07-05,41.945999,42.908001,41.599998,42.796001,42.796001,25876500.0,12.6,1.04,61.64,9.24,0.0,7,5,1,187,2016
2016-07-06,42.0,43.046001,41.799999,42.888,42.888,24599500.0,11.760000000000002,0.88,60.3,7.14,0.0,7,6,2,188,2016
2016-07-07,42.619999,43.624001,42.602001,43.188,43.188,18060000.0,11.2,0.88,58.290000000000006,13.65,0.0,7,7,3,189,2016
2016-07-08,43.560001,43.962002,42.900002,43.355999,43.355999,20374000.0,9.8,0.6,58.290000000000006,9.87,0.0,7,8,4,190,2016
2016-07-11,43.992001,45.355999,43.902,44.956001,44.956001,27149000.0,12.88,1.24,56.95,7.14,0.0,7,11,0,193,2016
2016-07-12,44.82,45.5,44.644001,44.93,44.93,22856500.0,11.2,1.12,66.33,10.5,0.0,7,12,1,194,2016
2016-07-13,45.099998,45.118,44.057999,44.506001,44.506001,17835500.0,13.44,1.2,65.66000000000001,9.03,0.0,7,13,2,195,2016
2016-07-14,44.624001,44.987999,44.209999,44.306,44.306,13379000.0,12.32,1.16,56.95,21.0,0.0,7,14,3,196,2016
2016-07-15,44.504002,44.549999,43.928001,44.080002,44.080002,11171000.0,10.920000000000002,0.92,60.970000000000006,6.51,0.0,7,15,4,197,2016
2016-07-18,43.928001,45.417999,43.66,45.25,45.25,17060500.0,11.2,1.6,67.0,7.35,0.0,7,18,0,200,2016
2016-07-19,45.0,45.82,44.950001,45.051998,45.051998,15575500.0,10.080000000000002,1.44,62.98,9.66,0.0,7,19,1,201,2016
2016-07-20,45.293999,45.959999,45.0,45.672001,45.672001,12842500.0,10.920000000000002,1.72,57.620000000000005,6.51,0.0,7,20,2,202,2016
2016-07-21,45.200001,45.57,43.82,44.099998,44.099998,22143500.0,16.240000000000002,3.04,65.66000000000001,12.39,0.0,7,21,3,203,2016
2016-07-22,44.397999,44.900002,43.776001,44.453999,44.453999,12898500.0,11.48,4.0,60.3,10.92,0.0,7,22,4,204,2016
2016-07-25,44.453999,46.278,44.273998,46.001999,46.001999,22453500.0,10.080000000000002,1.36,63.650000000000006,10.29,0.0,7,25,0,207,2016
2016-07-26,45.537998,46.0,45.060001,45.902,45.902,17150000.0,11.2,1.0,58.290000000000006,12.81,0.0,7,26,1,208,2016
2016-07-27,45.868,46.672001,45.383999,45.698002,45.698002,14445000.0,12.04,1.16,58.290000000000006,14.28,0.0,7,27,2,209,2016
2016-07-28,45.59,46.152,45.32,46.122002,46.122002,12095500.0,10.64,0.96,58.290000000000006,10.29,0.0,7,28,3,210,2016
2016-07-29,46.139999,47.056,46.048,46.958,46.958,15354000.0,10.920000000000002,1.0,58.290000000000006,7.35,0.0,7,29,4,211,2016
2016-08-01,47.099998,47.326,45.875999,46.001999,46.001999,20081500.0,15.62,2.73,65.34,9.89,0.0,8,1,0,214,2016
