Trade date,Settlement date,Transaction category,"Trade amount (in millions, USD)",Issuer,Security description,CUSIP,Price,"Accrued interest (in dollars, USD)","Total amount transferred (in millions, USD)",Counterparty,,
Sep 09 2019,Sep 10 2019,Purchase, 50.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.06250000," 250,066.69 ", 76.4 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIN 00.125 01/15/23 ,912828UH1,99.58984375," 5,374.05 ", 27.6 ,"BofA Securities, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/23 ,912828UH1,99.58593750, 214.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/23 ,912828UH1,99.57031250, 214.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.22656250, 532.64 , 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 50.0 ,TSY,IIN 00.625 01/15/26 ,912828N71,103.25781250," 52,204.66 ", 55.7 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/24 ,912828WU0,100.50000000, 208.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 20.0 ,TSY,IIN 00.250 01/15/25 ,912828H45,100.83984375," 8,379.46 ", 21.8 ,"BofA Securities, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.40625000," 46,747.78 ", 14.8 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.43750000," 4,674.78 ", 1.5 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.86718750," 3,999.88 ", 1.4 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 30.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.91406250," 119,996.46 ", 43.5 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.86718750," 3,999.88 ", 1.4 ,J.P. Morgan Securities LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.04687500," 50,013.34 ", 15.3 ,UBS Securities LLC.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 01.125 01/15/21 ,912828PP9,100.42968750," 2,041.39 ", 1.2 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 01.125 01/15/21 ,912828PP9,100.47656250," 2,041.39 ", 1.2 ,"Nomura Securities International, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.625 07/15/21 ,912828QV5,100.55468750," 1,100.74 ", 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/23 ,912828VM9,101.09375000, 639.63 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/23 ,912828UH1,99.57812500, 214.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 150.0 ,TSY,IIN 00.625 01/15/26 ,912828N71,103.21875000," 156,613.98 ", 167.1 ,Goldman Sachs & Co. LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/24 ,912828WU0,100.49218750, 208.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/25 ,912828XL9,102.01562500, 627.69 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/25 ,912828XL9,102.03125000, 627.69 , 1.1 ,J.P. Morgan Securities LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.625 04/15/23 ,9128284H0,101.32812500," 2,607.49 ", 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.625 04/15/23 ,9128284H0,101.31250000," 2,607.49 ", 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 5.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.40625000," 23,373.89 ", 7.4 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.42187500," 116,869.46 ", 37.1 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.38281250," 4,674.78 ", 1.5 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.44531250," 116,869.46 ", 37.1 ,"Nomura Securities International, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.42968750," 116,869.46 ", 37.1 ,"Nomura Securities International, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.84375000," 3,999.88 ", 1.4 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.89062500," 39,998.82 ", 14.5 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.91406250," 99,997.05 ", 36.2 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 3.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.85546875," 11,999.65 ", 4.3 ,"BofA Securities, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.01562500," 125,033.34 ", 38.2 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.07812500," 125,033.34 ", 38.2 ,Deutsche Bank Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.31250000," 2,192.23 ", 11.2 ,Jefferies LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.26562500, 219.22 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/23 ,912828VM9,101.10156250, 639.63 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 150.0 ,TSY,IIN 00.125 01/15/23 ,912828UH1,99.58593750," 32,244.30 ", 165.9 ,Goldman Sachs & Co. LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.26953125, 532.64 , 1.0 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIN 00.625 01/15/26 ,912828N71,103.25000000," 26,102.33 ", 27.9 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/21 ,912828Q60,99.02343750, 546.55 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 50.0 ,TSY,IIN 00.125 07/15/24 ,912828WU0,100.52343750," 10,448.19 ", 54.3 ,"Nomura Securities International, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/22 ,912828TE0,99.84375000, 215.76 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 5.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.39062500," 23,373.89 ", 7.4 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.85156250," 3,999.88 ", 1.4 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 15.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.89062500," 59,998.23 ", 21.7 ,BNP Paribas Securities Corp.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.04687500," 5,001.33 ", 1.5 ,J.P. Morgan Securities LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.05468750," 50,013.34 ", 15.3 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 3.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.04687500," 15,004.00 ", 4.6 ,"Societe Generale, New York Branch",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 01.125 01/15/21 ,912828PP9,100.44531250," 2,041.39 ", 1.2 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.28125000, 219.22 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.25781250, 219.22 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/23 ,912828VM9,101.07812500, 639.63 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/23 ,912828UH1,99.59375000, 214.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.25781250, 532.64 , 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.25000000, 532.64 , 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.24218750, 532.64 , 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.23437500, 532.64 , 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 20.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.25781250," 10,652.87 ", 20.9 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/21 ,912828Q60,99.00781250, 546.55 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/21 ,912828Q60,99.00000000, 546.55 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.625 04/15/23 ,9128284H0,101.34375000," 2,607.49 ", 1.0 ,Barclays Capital Inc.,,
Sep 10 2019,Sep 11 2019,Purchase, 50.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.96929688," 127,905.84 ", 50.1 ,HSBC Securities (USA) Inc.,,
Sep 10 2019,Sep 11 2019,Purchase, 10.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97117188," 25,581.17 ", 10.0 ,Amherst Pierpont Securities LLC,,
Sep 10 2019,Sep 11 2019,Purchase, 68.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97867188," 173,951.94 ", 68.2 ,"Wells Fargo Securities, LLC",,
Sep 10 2019,Sep 11 2019,Purchase, 50.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97117188," 127,905.84 ", 50.1 ,Morgan Stanley & Co. LLC,,
Sep 10 2019,Sep 11 2019,Purchase, 33.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97867188," 84,417.85 ", 33.1 ,Goldman Sachs & Co. LLC,,
Sep 10 2019,Sep 11 2019,Purchase, 25.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97679688," 63,952.92 ", 25.1 ,Daiwa Capital Markets America Inc.,,
Sep 10 2019,Sep 11 2019,Purchase, 25.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97492188," 63,952.92 ", 25.1 ,Mizuho Securities USA LLC,,
Sep 10 2019,Sep 11 2019,Purchase, 40.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97867188," 102,324.67 ", 40.1 ,"Societe Generale, New York Branch",,
Sep 10 2019,Sep 11 2019,Purchase, 100.0 ,TSY,TFR 00.220 07/31/21 ,9128287G9,99.97492188," 255,811.68 ", 100.2 ,J.P. Morgan Securities LLC,,
Sep 16 2019,Sep 17 2019,Purchase, 25.0 ,TSY,TN 01.250 02/29/20  ,912828UQ1,99.69531250," 14,594.78 ", 24.9 ,"Nomura Securities International, Inc.",,
Sep 16 2019,Sep 17 2019,Purchase, 25.0 ,TSY,TN 01.250 02/29/20  ,912828UQ1,99.69140625," 14,594.78 ", 24.9 ,"Nomura Securities International, Inc.",,
Sep 16 2019,Sep 17 2019,Purchase, 100.0 ,TSY,TN 01.625 12/31/19  ,912828G95,99.90234375," 348,845.10 ", 100.3 ,BNP Paribas Securities Corp.,,
Sep 16 2019,Sep 17 2019,Purchase, 100.0 ,TSY,TN 02.000 01/31/20  ,9128283S7,100.01953125," 260,869.56 ", 100.3 ,Morgan Stanley & Co. LLC,,
Sep 16 2019,Sep 17 2019,Purchase, 150.0 ,TSY,TN 02.000 01/31/20  ,9128283S7,100.01953125," 391,304.34 ", 150.4 ,Deutsche Bank Securities Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 37.0 ,TSY,TN 01.250 01/31/20  ,912828H52,99.74218750," 60,326.09 ", 37.0 ,Barclays Capital Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 50.0 ,TSY,TN 02.000 01/31/20  ,9128283S7,100.01562500," 130,434.78 ", 50.1 ,Morgan Stanley & Co. LLC,,
Sep 16 2019,Sep 17 2019,Purchase, 160.0 ,TSY,TN 01.750 11/30/19  ,9128283H1,99.94140625," 833,879.78 ", 160.7 ,Barclays Capital Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 147.0 ,TSY,TN 01.250 01/31/20  ,912828H52,99.74609375," 239,673.91 ", 146.9 ,Daiwa Capital Markets America Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 100.0 ,TSY,TN 01.875 12/31/19  ,9128283N8,99.94531250," 402,513.58 ", 100.3 ,Citigroup Global Markets Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 50.0 ,TSY,TN 01.125 12/31/19  ,912828UF5,99.76171875," 120,754.08 ", 50.0 ,"Bank of Nova Scotia, New York Agency",,
Sep 16 2019,Sep 17 2019,Purchase, 30.0 ,TSY,TN 01.125 12/31/19  ,912828UF5,99.75781250," 72,452.45 ", 30.0 ,Barclays Capital Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 81.0 ,TSY,TN 01.750 11/30/19  ,9128283H1,99.94140625," 422,151.64 ", 81.4 ,TD Securities (USA) LLC,,
Sep 16 2019,Sep 17 2019,Purchase, 50.0 ,TSY,TN 01.500 05/31/20  ,912828XE5,99.71484375," 223,360.66 ", 50.1 ,Morgan Stanley & Co. LLC,,
Sep 16 2019,Sep 17 2019,Purchase, 150.0 ,TSY,TN 01.625 12/31/19  ,912828G95,99.89843750," 523,267.65 ", 150.4 ,BNP Paribas Securities Corp.,,
Sep 16 2019,Sep 17 2019,Purchase, 16.0 ,TSY,TN 01.750 11/30/19  ,9128283H1,99.94140625," 83,387.98 ", 16.1 ,"RBC Capital Markets, LLC",,
Sep 16 2019,Sep 17 2019,Purchase, 200.0 ,TSY,TN 01.750 11/30/19  ,9128283H1,99.94140625," 1,042,349.72 ", 200.9 ,Daiwa Capital Markets America Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 120.0 ,TSY,TN 01.750 11/30/19  ,9128283H1,99.94140625," 625,409.83 ", 120.6 ,Deutsche Bank Securities Inc.,,
Sep 16 2019,Sep 17 2019,Purchase, 10.0 ,TSY,TN 01.875 12/31/19  ,9128283N8,99.96875000," 40,251.36 ", 10.0 ,BNP Paribas Securities Corp.,,
Sep 17 2019,Sep 18 2019,Purchase, 300.0 ,TSY,B 02/13/20          ,912796TF6,99.22195313, -   , 297.7 ,Goldman Sachs & Co. LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 50.0 ,TSY,B 12/19/19          ,912796SX8,99.50292969, -   , 49.8 ,HSBC Securities (USA) Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 175.0 ,TSY,B 03/12/20          ,912796TK5,99.08820313, -   , 173.4 ,"Nomura Securities International, Inc.",,
Sep 17 2019,Sep 18 2019,Purchase, 500.0 ,TSY,B 09/10/20          ,912796TJ8,98.20503906, -   , 491.0 ,Mizuho Securities USA LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 142.0 ,TSY,B 03/05/20          ,912796TH2,99.12214844, -   , 140.8 ,Citigroup Global Markets Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 25.0 ,TSY,B 09/10/20          ,912796TJ8,98.20003906, -   , 24.6 ,"Wells Fargo Securities, LLC",,
Sep 17 2019,Sep 18 2019,Purchase, 50.0 ,TSY,B 09/10/20          ,912796TJ8,98.20503906, -   , 49.1 ,"Wells Fargo Securities, LLC",,
Sep 17 2019,Sep 18 2019,Purchase, 50.0 ,TSY,B 09/10/20          ,912796TJ8,98.20003906, -   , 49.1 ,Morgan Stanley & Co. LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 25.0 ,TSY,B 01/16/20          ,912796TB5,99.36500000, -   , 24.8 ,"BofA Securities, Inc.",,
Sep 17 2019,Sep 18 2019,Purchase, 30.0 ,TSY,B 02/06/20          ,912796TE9,99.25582031, -   , 29.8 ,HSBC Securities (USA) Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 14.0 ,TSY,B 03/05/20          ,912796TH2,99.12214844, -   , 13.9 ,HSBC Securities (USA) Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 25.0 ,TSY,B 12/19/19          ,912796SX8,99.50167969, -   , 24.9 ,UBS Securities LLC.,,
Sep 17 2019,Sep 18 2019,Purchase, 100.0 ,TSY,B 02/06/20          ,912796TE9,99.25582031, -   , 99.3 ,Morgan Stanley & Co. LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 200.0 ,TSY,B 09/10/20          ,912796TJ8,98.20503906, -   , 196.4 ,Citigroup Global Markets Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 200.0 ,TSY,B 09/10/20          ,912796TJ8,98.20003906, -   , 196.4 ,Jefferies LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 150.0 ,TSY,B 02/06/20          ,912796TE9,99.25582031, -   , 148.9 ,Deutsche Bank Securities Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 58.0 ,TSY,B 03/05/20          ,912796TH2,99.12214844, -   , 57.5 ,Deutsche Bank Securities Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 200.0 ,TSY,B 01/30/20          ,912796RY7,99.29277344, -   , 198.6 ,Citigroup Global Markets Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 150.0 ,TSY,B 09/10/20          ,912796TJ8,98.20003906, -   , 147.3 ,Goldman Sachs & Co. LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 240.0 ,TSY,B 02/06/20          ,912796TE9,99.25582031, -   , 238.2 ,J.P. Morgan Securities LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 100.0 ,TSY,B 02/06/20          ,912796TE9,99.25386719, -   , 99.3 ,Morgan Stanley & Co. LLC,,
Sep 17 2019,Sep 18 2019,Purchase, 30.0 ,TSY,B 02/06/20          ,912796TE9,99.25191406, -   , 29.8 ,HSBC Securities (USA) Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 45.0 ,TSY,B 02/06/20          ,912796TE9,99.25582031, -   , 44.7 ,"Nomura Securities International, Inc.",,
Sep 17 2019,Sep 18 2019,Purchase, 25.0 ,TSY,B 03/05/20          ,912796TH2,99.11746094, -   , 24.8 ,HSBC Securities (USA) Inc.,,
Sep 17 2019,Sep 18 2019,Purchase, 10.0 ,TSY,B 09/10/20          ,912796TJ8,98.20503906, -   , 9.8 ,BMO Capital Markets Corp.,,
Sep 17 2019,Sep 18 2019,Purchase, 50.0 ,TSY,B 01/23/20          ,912796TC3,99.32796875, -   , 49.7 ,"Nomura Securities International, Inc.",,
Sep 17 2019,Sep 18 2019,Purchase, 57.0 ,TSY,B 03/05/20          ,912796TH2,99.12214844, -   , 56.5 ,Morgan Stanley & Co. LLC,,
Sep 19 2019,Sep 20 2019,Purchase, 23.0 ,TSY,TN 02.625 11/15/20  ,912828PC8,100.81640625," 210,000.00 ", 23.4 ,"BofA Securities, Inc.",,
Sep 19 2019,Sep 20 2019,Purchase, 190.0 ,TSY,TN 02.500 12/31/20  ,9128285S5,100.76953125," 1,058,423.92 ", 192.5 ,Barclays Capital Inc.,,
Sep 19 2019,Sep 20 2019,Purchase, 142.0 ,TSY,TN 01.750 11/15/20  ,9128283G3,99.81250000," 864,347.83 ", 142.6 ,Morgan Stanley & Co. LLC,,
Sep 19 2019,Sep 20 2019,Purchase," 1,350.0 ",TSY,TN 02.500 02/28/21  ,9128286D7,100.90625000," 1,854,395.64 "," 1,364.1 ","BofA Securities, Inc.",,
Sep 19 2019,Sep 20 2019,Purchase, 96.0 ,TSY,TN 02.000 11/30/20  ,912828A42,100.10156250," 587,540.98 ", 96.7 ,Barclays Capital Inc.,,
Sep 25 2019,Sep 26 2019,Purchase, 9.0 ,TSY,TN 02.250 04/30/21  ,912828WG1,100.75390625," 81,990.49 ", 9.1 ,HSBC Securities (USA) Inc.,,
Sep 25 2019,Sep 26 2019,Purchase, 100.0 ,TSY,TN 02.250 03/31/21  ,912828C57,100.69921875," 1,100,409.84 ", 101.8 ,Daiwa Capital Markets America Inc.,,
Sep 25 2019,Sep 26 2019,Purchase, 1.0 ,TSY,TN 02.250 03/31/21  ,912828C57,100.69921875," 11,004.10 ", 1.0 ,Barclays Capital Inc.,,
Sep 25 2019,Sep 26 2019,Purchase, 560.0 ,TSY,TN 02.125 05/31/21  ,9128286V7,100.59765625," 3,836,611.97 ", 567.2 ,"BofA Securities, Inc.",,
Sep 25 2019,Sep 26 2019,Purchase, 130.0 ,TSY,TN 02.250 04/30/21  ,912828WG1,100.75390625," 1,184,307.07 ", 132.2 ,Goldman Sachs & Co. LLC,,
Sep 25 2019,Sep 26 2019,Purchase, 600.0 ,TSY,TN 02.250 03/31/21  ,912828C57,100.67578125," 6,602,459.04 ", 610.7 ,"BofA Securities, Inc.",,
Sep 25 2019,Sep 26 2019,Purchase, 1.0 ,TSY,TN 02.250 03/31/21  ,912828C57,100.69531250," 11,004.10 ", 1.0 ,Barclays Capital Inc.,,
Sep 25 2019,Sep 26 2019,Purchase, 57.0 ,TSY,TN 02.625 07/15/21  ,912828Y20,101.57812500," 296,810.46 ", 58.2 ,J.P. Morgan Securities LLC,,
Sep 25 2019,Sep 26 2019,Purchase, 100.0 ,TSY,TN 02.250 04/30/21  ,912828WG1,100.74609375," 911,005.44 ", 101.7 ,HSBC Securities (USA) Inc.,,
Sep 25 2019,Sep 26 2019,Purchase, 100.0 ,TSY,TN 01.625 06/30/21  ,9128287A2,99.80859375," 388,586.96 ", 100.2 ,J.P. Morgan Securities LLC,,
Sep 25 2019,Sep 26 2019,Purchase, 118.0 ,TSY,TN 02.250 04/30/21  ,912828WG1,100.75781250," 1,074,986.42 ", 120.0 ,Barclays Capital Inc.,,
Sep 25 2019,Sep 26 2019,Purchase, 25.0 ,TSY,TN 02.250 03/31/21  ,912828C57,100.69140625," 275,102.46 ", 25.4 ,HSBC Securities (USA) Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.82031250," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.81250000," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TN 01.750 05/31/22  ,912828XR6,100.35156250," 5,689.89 ", 1.0 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 750.0 ,TSY,TN 01.875 02/28/22  ,912828W55,100.56640625," 1,043,097.60 ", 755.3 ,"BofA Securities, Inc.",,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.84375000," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TN 01.875 02/28/22  ,912828W55,100.57031250," 1,390.80 ", 1.0 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 120.0 ,TSY,TN 01.750 07/15/22  ,9128287C8,100.38671875," 422,282.61 ", 120.9 ,"Nomura Securities International, Inc.",,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.82812500," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TN 01.875 07/31/22  ,9128282P4,100.72656250," 2,955.16 ", 1.0 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TN 01.625 08/31/22  ,9128282S8,100.06250000," 1,205.36 ", 1.0 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 30.0 ,TSY,TN 02.250 04/15/22  ,9128286M7,101.54687500," 304,303.28 ", 30.8 ,"Societe Generale, New York Branch",,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.83593750," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.80468750," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 74.0 ,TSY,TN 02.125 05/15/22  ,9128286U9,101.29687500," 576,868.21 ", 75.5 ,Deutsche Bank Securities Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 20.0 ,TSY,TN 01.750 07/15/22  ,9128287C8,100.38281250," 70,380.43 ", 20.1 ,"Societe Generale, New York Branch",,
Sep 26 2019,Sep 27 2019,Purchase, 12.0 ,TSY,TN 01.750 07/15/22  ,9128287C8,100.38281250," 42,228.26 ", 12.1 ,Barclays Capital Inc.,,
